Text,Sentiment
"user:  somebody explain to me why, aap has user on its board? best snake oil salesman in the world went from 2m-500m 10 yrs",increase
user: capes  on bloomberg says permanent holder of aap -  what am i missing? they bought 10 and return 100% on div yr/yr,increase
user bi-furcated market rules the day . . .my friend ms wmt tgt dt pp ,decrease
aap has aways ignored what wall street wanted. nobody complained when the stock was going up.,increase
mpc marathon petroleum option traders bet 2.4 million on a 21% up move by july for a 8 million dollar payday  ,increase
aap  sure likes 444,increase
aap seems pressured to fill the gap in the 430-431 area,decrease
user: tjx stop loss in 44.34 after beating 44.59,increase
ove the price action so far considering the tensions out there and volatility... goog and nkd strutting (long),increase
aeg 30 min o and 1 overlaid 20 ema cruising higher   ,increase
i want to sell my nkd so i am just chatting about it instead and reverse jinxing myself ...it just feels like 200 is in it,increase
hban huntington bank stop loss in 6.96 ater beating 7.03,increase
vz not even flinching .... the new utility of choice!!!!!,increase
"while the world was waiting for apple to remake the television industry, netflix beat them to the punch. aap nfx",increase
user: aap will finish green as i predicted .... i agree,increase
spw 60 min  ,increase
cee - user out did himself overbought 60 now   ,increase
user: goog and aap are really showing off... they both look like male peacocks here. aap with 10x volume 2x market cap,increase
cee 30 min o updated - nice trigger early on 11:15am   ,increase
user: aap did i miss something? is there an actual reason for this movement? downdraft,increase
"waiting for the big rotation, when profit takers get out of vapour~ware and back into aap  and it's div, high eps and low p/e",increase
qco picked up some for long term position,increase
user.. buy on a dip! is -35% dip enough? aap,increase
"aap get ready, i see a big move coming off 440 triple bottom here!",increase
fs - nice trading peeps. take some off trail some. hammer is fully formed now.   ,increase
aap gonzo!,increase
"aap when the market  hates ow p/e, high eps, no debt and hge profits.. something is wrong imho",increase
ana bought 8 mar calls on top of my long position,increase
jet sold +9.22%; taking profits here  ,increase
user: user bac did u buy any?  yep full position now !,increase
"pretty soon, it'll only take one share purchased on the offer of bk.a, pcn, or app to move markets up 2%. #nomorevolume",increase
wow invn took a beating today...,decrease
chear up aap holics allot of bulls just got butchered at goog,increase
"gpn needs interests rates to rise before having any hope of making money. earning the float is their business model, folks.",decrease
soon gpn will need to start offering groupons for their stock.,decrease
user: aap earnings hope - flushed out.  gs conference hope - flushed out.  annual meeting hope - flushed out.= time to buy imho,increase
jcp our ceo is tinkering with new idea at home about how to bring customer in. be patient till you are wiped out.,decrease
"user: shd can operate with out a retail store. jcp cannot. big difference sears is even worse, they need a retail store even more",decrease
"aap interesting how ppl blame the c/o for  heggies and dark_pools do with stock prices, once public there is very little anybody can do",increase
"g full year 2012 revs +50%, eps +72% vs 2011.",increase
if ddd xone ssys pb and 3d printing are not the next big thing then someone tell me what it is?,increase
great article on an aap  10:1 split that i have been pitching all year!  ,increase
owered my price target for gpn to -1,decrease
aap #4 is not used in s. korea because it means death.  so 444 is kinda like 666 in korean,decrease
split adjusted ...kansas city ailroad was 25 cents in 1984 and just 10 in 2009. today an all-time high of 104. short aap goog hmmm!,increase
tif looking good.still need to break 67. 74 is next resistance level.  ,increase
all my positions did great today except aap :o/,decrease
nyse a/d remains strong nyx nya nyc spx djia  ,increase
"quietly grinding higher, tons of products jah #jaden corp where they come from #wow!  ",increase
looking for fcx to hold support above 30  ,increase
fom a break above the neckline would give a measured move target of nearly 5.85.  ,increase
czo had nice up move looking to into sqqq tqqq spx spxs spx sdow po to straddle options or swing trade oi prices up gas up,increase
"jcp j. c. penney tgt to 22 from 25 at citigroup, tgt to 15 from 18 at jpmorgan following earnings - short jcp",decrease
"user: anyone like v? ooks bullish here, needs a little volume and we have lift off.  ",increase
swhc g liking the swhc pm but volume still very low but nice at 9.59,increase
ddd up 3% premarket... i wonder who just bought those shares off me at 37.50.... ,increase
am from watch list gapped open has volume of 4% average full day   ,increase
"nfx over 186, looking for a move to 190",increase
amzn alert update: it went hard against us but is playing out now. i would consider adding on or getting in here.,decrease
wen nice eady to sprint to new high ca,increase
the spw that we've come to love returns:  now up significantly over fs since we covered last summer,increase
"nice to see nkd giving the bears/shorts their day in the sun, -0.1%",increase
ssys if fundamentals matter... headed under 40. income is 10% sales. 40mil net inc. puts this at pe of 60 with stock at 60. doubt it,decrease
infi from watch list moving up toward 42 line though volume so far is light today  ,increase
ami taking some off here,increase
ami taking more off 820,increase
cbmx happened so fast from 3.80 to 3.98 couldnt get ot out quick enough without missing it now back to 3.73 may do another run watching it,increase
ddd possible move to 38ish,increase
df looks bullish. ong if beats 16.59. stop loss 16.49.,increase
long yhoo 21.42. daily setup looks too great to pass up  ,increase
aap most likely has a nice batch of new products to hatch  ,increase
exh from watch list just over line on volume of 13% of average full day   ,increase
ffch from watch list just a bit over lien with volume of 13% of average full day   ,increase
jcp time for user to pound on balance sheet and cash issue,decrease
"anik trying to head higher, move to 11.90ish poss",increase
"some good, strong follow through early on today on bby  dndn   others that are poised (set up) to move:  ",increase
"even more breakouts for yhoo , highest levels since 2008.  (typed from home office)",increase
ddd just picked a half position here,increase
ng ng_f  natural gas weekly supplies lower than at any point last yr.  -12.1% below this week last yr.   xco eca,increase
pcn possible short to gap close if it cant hold 685,decrease
"pcn covered more 682.90ish, leaving last piece for gap close 685 stop",decrease
picked up spy 151 puts  .25 each. following the esd and gs as tells here.,decrease
"pcn final tgt 680.30 or so, 684.30 stop",decrease
the ticker has actually stopped on aap,increase
jcp piper out with 16 target i think it's should be 6,decrease
wen ho hum new 52 week high ca spy dia,increase
user: there comes nkd with some oomph (technical term),increase
dnkn starting to move,increase
mako on watch list moving up toward line at 12.54 with volume of 54% of ave full day   ,increase
user catching its breath.  watching dnkn?,increase
cmg creeping up on 200 ma and long term down trend.  ,increase
snts approaching 52wk high,increase
c perfect follow through day...  ,increase
ma - been struggling with vol. resistance all year. watching closing for a long position.   ,increase
pk new highs,increase
pk peeling some off here 4.16,increase
zb taking some off here,increase
bac new high of day :),increase
fcfs easy look at last 4 q's income data:  ,increase
mtg may not be done,increase
user: anyone know what options strikes einhorn has aap? he must be getting crushed news was he is in around 525,increase
ddd worked with 3d design software today. click on a layered part of object  in 3d graphic and 3d printer creates it. amazing stuff.,increase
yhoo trying to break hod,increase
hd busted hod,increase
aap no buyers and no sellers less than 1m shares in the last  2 hours,increase
dn will try long over 3.11,increase
"long some csod, anticipating breakout, and like the space",increase
"dn mtg gnw window dressing here, would not be surprised to see a reversal tomorrow.  spy dia qqq",decrease
if you're invested in or trading hf or jcp. step aside & let these two elephants do battle. you'll just be collateral damage.,decrease
bought some znga  3.47. iking that it broke the 200 sma yesterday & online gambling legalization  ,increase
